source,target
Brignone-Santuccio-Millo,Importo_225000_6
Brignone-Santuccio-Millo,Importo_225000_5
Brignone-Santuccio-Millo,Importo_5000000_15
Brignone-Santuccio-Millo,21_luglio_1970
Brignone-Santuccio-Millo,Verbale_n._228
Brignone-Santuccio-Millo,Stagione_1969-1970
Brignone-Santuccio-Millo,Premio_di_Qualità
Brignone-Santuccio-Millo,Integrazione_recite
Brignone-Santuccio-Millo,Venezia
Brignone-Santuccio-Millo,Trieste
Brignone-Santuccio-Millo,Compagnia_teatrale
Carrara-Laurini,Importo_1200000_3
Carrara-Laurini,25_novembre_1969
Carrara-Laurini,Verbale_n.224
Carrara-Laurini,Stagione_1969-1970
Carrara-Laurini,Contibuto_di_avviamento
Carrara-Laurini,Compagnia_teatro_minore
Carro_di_Tespi,Importo_1000000_16
Carro_di_Tespi,Importo_7000000_3
Carro_di_Tespi,3_dicembre_1969
Carro_di_Tespi,21_luglio_1970
Carro_di_Tespi,Verbale_n._228
Carro_di_Tespi,Verbale_n._225
Carro_di_Tespi,Stagione_1969-1970
Carro_di_Tespi,Premio_finale
Carro_di_Tespi,Teatro_ragazzi
Centro_Attori,Importo_225000_7
Centro_Attori,Importo_2000000_5
Centro_Attori,21_luglio_1970
Centro_Attori,Verbale_n._228
Centro_Attori,Stagione_1969-1970
Centro_Attori,Premio_di_Qualità
Centro_Attori,Integrazione_recite
Centro_Attori,Venezia
Centro_Attori,Compagnia_teatrale
"Centro_di_Laovro_Teatrale_Il_Trebbo""",Importo_1000000_5
"Centro_di_Laovro_Teatrale_Il_Trebbo""",25_novembre_1969
"Centro_di_Laovro_Teatrale_Il_Trebbo""",Verbale_n.224
"Centro_di_Laovro_Teatrale_Il_Trebbo""",Stagione_1969-1970
"Centro_di_Laovro_Teatrale_Il_Trebbo""",Contributo_straordinario_
"Centro_di_Laovro_Teatrale_Il_Trebbo""",Compagnia_teatro_minore
Centro_di_Ricerche_Teatrali_I_Rabdomanti,Importo_500000_8
Centro_di_Ricerche_Teatrali_I_Rabdomanti,25_novembre_1969
Centro_di_Ricerche_Teatrali_I_Rabdomanti,Verbale_n.224
Centro_di_Ricerche_Teatrali_I_Rabdomanti,Stagione_1969-1970
Centro_di_Ricerche_Teatrali_I_Rabdomanti,Contributo_straordinario_
Centro_di_Ricerche_Teatrali_I_Rabdomanti,Compagnia_teatro_minore
Centro_Teatro_Esse,Importo_600000_3
Centro_Teatro_Esse,21_luglio_1970
Centro_Teatro_Esse,Verbale_n._228
Centro_Teatro_Esse,Stagione_1969-1970
Centro_Teatro_Esse,Premio_finale
Centro_Teatro_Esse,Contributo_forfettario
Centro_Teatro_Esse,Sperimentazione_teatrale
Centro_Universitario_Teatrale_di_Urbino,Importo_1000000_12
Centro_Universitario_Teatrale_di_Urbino,3_dicembre_1969
Centro_Universitario_Teatrale_di_Urbino,Verbale_n._225
Centro_Universitario_Teatrale_di_Urbino,Stagione_1969-1970
Centro_Universitario_Teatrale_di_Urbino,Premio_finale
Centro_Universitario_Teatrale_di_Urbino,Urbino
Centro_Universitario_Teatrale_di_Urbino,Teatro_Universitario
Cervi-Adani-Carlini-Granata,Importo_110000_2
Cervi-Adani-Carlini-Granata,Importo_265000_8
Cervi-Adani-Carlini-Granata,21_luglio_1970
Cervi-Adani-Carlini-Granata,Verbale_n._228
Cervi-Adani-Carlini-Granata,Stagione_1969-1970
Cervi-Adani-Carlini-Granata,Integrazione_recite
Cervi-Adani-Carlini-Granata,Trieste
Cervi-Adani-Carlini-Granata,Lugano
Cervi-Adani-Carlini-Granata,Compagnia_teatrale
Chiari-Chelli,Importo_190000_1
Chiari-Chelli,Importo_265000_1
Chiari-Chelli,21_luglio_1970
Chiari-Chelli,Verbale_n._228
Chiari-Chelli,Stagione_1969-1970
Chiari-Chelli,Integrazione_recite
Chiari-Chelli,Trieste
Chiari-Chelli,Lugano
Chiari-Chelli,Compagnia_teatrale
CIttà_di_Firenze,Importo_500000_9
CIttà_di_Firenze,25_novembre_1969
CIttà_di_Firenze,Verbale_n.224
CIttà_di_Firenze,Stagione_1969-1970
CIttà_di_Firenze,Contibuto_di_avviamento
CIttà_di_Firenze,Firenze
CIttà_di_Firenze,Compagnia_teatrale
Comapgnia_della_Loggetta,Importo_2000000_2
Comapgnia_della_Loggetta,21_luglio_1970
Comapgnia_della_Loggetta,Verbale_n._228
Comapgnia_della_Loggetta,Stagione_1969-1970
Comapgnia_della_Loggetta,Premio_di_Qualità
Comapgnia_della_Loggetta,Compagnia_teatrale
Compagnia_dei_Commedianti,Importo_500000_10
Compagnia_dei_Commedianti,25_novembre_1969
Compagnia_dei_Commedianti,Verbale_n.224
Compagnia_dei_Commedianti,Stagione_1969-1970
Compagnia_dei_Commedianti,Contibuto_di_avviamento
Compagnia_dei_Commedianti,Compagnia_teatrale
Compagnia_dei_Quattro,Importo_300000_16
Compagnia_dei_Quattro,Importo_190000_4
Compagnia_dei_Quattro,Importo_265000_12
Compagnia_dei_Quattro,Importo_375000_1
Compagnia_dei_Quattro,Importo_20000000_8
Compagnia_dei_Quattro,21_luglio_1970
Compagnia_dei_Quattro,Verbale_n._228
Compagnia_dei_Quattro,Stagione_1969-1970
Compagnia_dei_Quattro,Premio_finale
Compagnia_dei_Quattro,Premio_di_Qualità
Compagnia_dei_Quattro,Integrazione_recite
Compagnia_dei_Quattro,Contibuto_di_avviamento
Compagnia_dei_Quattro,Venezia
Compagnia_dei_Quattro,Trieste
Compagnia_dei_Quattro,Lugano
Compagnia_dei_Quattro,Bolzano
Compagnia_dei_Quattro,Compagnia_teatrale
Compagnia_del_Porcospino_II,Importo_4000000_9
Compagnia_del_Porcospino_II,25_novembre_1969
Compagnia_del_Porcospino_II,Verbale_n.224
Compagnia_del_Porcospino_II,Stagione_1969-1970
Compagnia_del_Porcospino_II,Premio_finale
Compagnia_del_Porcospino_II,Contibuto_di_avviamento
Compagnia_del_Porcospino_II,Compagnia_teatrale
Compagnia_del_Teatro_dei_Leggendari_di_Siena,Importo_1000000_13
Compagnia_del_Teatro_dei_Leggendari_di_Siena,26_febbraio_1970
Compagnia_del_Teatro_dei_Leggendari_di_Siena,Verbale_n._226
Compagnia_del_Teatro_dei_Leggendari_di_Siena,Stagione_1969-1970
Compagnia_del_Teatro_dei_Leggendari_di_Siena,Manifestazione_Straordinaria
Compagnia_del_Teatro_dei_Leggendari_di_Siena,Siena
Compagnia_del_Teatro_dei_Leggendari_di_Siena,Compagnia_teatrale
Compagnia_della_Commedia,Importo_4000000_15
Compagnia_della_Commedia,21_luglio_1970
Compagnia_della_Commedia,Verbale_n._228
Compagnia_della_Commedia,Stagione_1969-1970
Compagnia_della_Commedia,Premio_di_Qualità
Compagnia_della_Commedia,Integrazione_recite
Compagnia_della_Commedia,Trieste
Compagnia_della_Commedia,Compagnia_teatrale
Compagnia_della_Giostra,Importo_2000000_3
Compagnia_della_Giostra,21_luglio_1970
Compagnia_della_Giostra,Verbale_n._228
Compagnia_della_Giostra,Stagione_1969-1970
Compagnia_della_Giostra,Premio_di_Qualità
Compagnia_della_Giostra,Compagnia_teatrale
Compagnia_Eduardo_De_Filippo,Importo_11000000_3
Compagnia_Eduardo_De_Filippo,25_novembre_1969
Compagnia_Eduardo_De_Filippo,Verbale_n.224
Compagnia_Eduardo_De_Filippo,Stagione_1969-1970
Compagnia_Eduardo_De_Filippo,Contibuto_di_avviamento
Compagnia_Eduardo_De_Filippo,Compagnia_teatrale
Compagnia_La_Milanese,Importo_8000000_4
Compagnia_La_Milanese,21_luglio_1970
Compagnia_La_Milanese,Verbale_n._228
Compagnia_La_Milanese,Stagione_1969-1970
Compagnia_La_Milanese,Premio_di_Qualità
Compagnia_La_Milanese,Compagnia_teatrale
Compagnia_Lupo-Valeri,Importo_5000000_11
Compagnia_Lupo-Valeri,25_novembre_1969
Compagnia_Lupo-Valeri,Verbale_n.224
Compagnia_Lupo-Valeri,Stagione_1969-1970
Compagnia_Lupo-Valeri,Integrazione_recite
Compagnia_Lupo-Valeri,Contibuto_di_avviamento
Compagnia_Lupo-Valeri,Venezia
Compagnia_Lupo-Valeri,Trieste
Compagnia_Lupo-Valeri,Bolzano
Compagnia_Lupo-Valeri,Compagnia_teatrale
Compagnia_Spettacoli_Classici,Importo_2000000_4
Compagnia_Spettacoli_Classici,21_luglio_1970
Compagnia_Spettacoli_Classici,Verbale_n._228
Compagnia_Spettacoli_Classici,Stagione_1969-1970
Compagnia_Spettacoli_Classici,Premio_di_Qualità
Compagnia_Spettacoli_Classici,Compagnia_teatrale
Compagnia_Stabile_del_Teatro_Milanese,Importo_7000000_2
Compagnia_Stabile_del_Teatro_Milanese,25_novembre_1969
Compagnia_Stabile_del_Teatro_Milanese,Verbale_n.224
Compagnia_Stabile_del_Teatro_Milanese,Stagione_1969-1970
Compagnia_Stabile_del_Teatro_Milanese,Premio_di_Qualità
Compagnia_Stabile_del_Teatro_Milanese,Contibuto_di_avviamento
Compagnia_Stabile_del_Teatro_Milanese,Compagnia_teatrale
Compagnia_Teatro_Insieme,Importo_9000000_2
Compagnia_Teatro_Insieme,25_novembre_1969
Compagnia_Teatro_Insieme,Verbale_n.224
Compagnia_Teatro_Insieme,Stagione_1969-1970
Compagnia_Teatro_Insieme,Contibuto_di_avviamento
Compagnia_Teatro_Insieme,Compagnia_teatrale
Compagnia_Teatro_Libero,Importo_9000000_1
Compagnia_Teatro_Libero,25_novembre_1969
Compagnia_Teatro_Libero,Verbale_n.224
Compagnia_Teatro_Libero,Stagione_1969-1970
Compagnia_Teatro_Libero,Contibuto_di_avviamento
Compagnia_Teatro_Libero,Compagnia_teatrale
Compagnia_Teatro_San_Babila,Importo_11000000_2
Compagnia_Teatro_San_Babila,25_novembre_1969
Compagnia_Teatro_San_Babila,Verbale_n.224
Compagnia_Teatro_San_Babila,Stagione_1969-1970
Compagnia_Teatro_San_Babila,Integrazione_recite
Compagnia_Teatro_San_Babila,Contibuto_di_avviamento
Compagnia_Teatro_San_Babila,Venezia
Compagnia_Teatro_San_Babila,Trieste
Compagnia_Teatro_San_Babila,Compagnia_teatrale
Compagnia_Tre_Dita,Importo_1000000_14
Compagnia_Tre_Dita,21_luglio_1970
Compagnia_Tre_Dita,Verbale_n._228
Compagnia_Tre_Dita,Stagione_1969-1970
Compagnia_Tre_Dita,Premio_di_Qualità
Compagnia_Tre_Dita,Compagnia_teatrale
Comunità_teatrale_dell'Emilia-Romagna,Importo_300000_15
Comunità_teatrale_dell'Emilia-Romagna,Importo_300000_14
Comunità_teatrale_dell'Emilia-Romagna,Importo_6000000_5
Comunità_teatrale_dell'Emilia-Romagna,Importo_5000000_10
Comunità_teatrale_dell'Emilia-Romagna,25_novembre_1969
Comunità_teatrale_dell'Emilia-Romagna,21_luglio_1970
Comunità_teatrale_dell'Emilia-Romagna,Verbale_n.224
Comunità_teatrale_dell'Emilia-Romagna,Verbale_n._228
Comunità_teatrale_dell'Emilia-Romagna,Stagione_1969-1970
Comunità_teatrale_dell'Emilia-Romagna,Premio_finale
Comunità_teatrale_dell'Emilia-Romagna,Premio_di_Qualità
Comunità_teatrale_dell'Emilia-Romagna,Integrazione_recite
Comunità_teatrale_dell'Emilia-Romagna,Contibuto_di_avviamento
Comunità_teatrale_dell'Emilia-Romagna,Trieste
Comunità_teatrale_dell'Emilia-Romagna,Bolzano
Comunità_teatrale_dell'Emilia-Romagna,Compagnia_teatrale
Comunità_Teatrale_Italiana,Importo_700000_3
Comunità_Teatrale_Italiana,23_aprile_1971
Comunità_Teatrale_Italiana,Verbale_n._232
Comunità_Teatrale_Italiana,Stagione_1969-1970
Comunità_Teatrale_Italiana,Contributo_forfettario
Comunità_Teatrale_Italiana,Sperimentazione_teatrale
Cristiano-Isabella,Importo_225000_9
Cristiano-Isabella,21_luglio_1970
Cristiano-Isabella,Verbale_n._228
Cristiano-Isabella,Stagione_1969-1970
Cristiano-Isabella,Integrazione_recite
Cristiano-Isabella,Venezia
Cristiano-Isabella,Compagnia_teatrale
CUT_Bari,Importo_3000000_19
CUT_Bari,3_dicembre_1969
CUT_Bari,Verbale_n._225
CUT_Bari,Stagione_1969-1970
CUT_Bari,Premio_finale
CUT_Bari,Bari
CUT_Bari,Teatro_Universitario
CUT_Bologna,Importo_3000000_22
CUT_Bologna,3_dicembre_1969
CUT_Bologna,Verbale_n._225
CUT_Bologna,Stagione_1969-1970
CUT_Bologna,Premio_finale
CUT_Bologna,Bologna
CUT_Bologna,Teatro_Universitario
CUT_di_Parma,Importo_5000000_13
CUT_di_Parma,3_dicembre_1969
CUT_di_Parma,Verbale_n._225
CUT_di_Parma,Stagione_1969-1970
CUT_di_Parma,Premio_finale
CUT_di_Parma,Parma
CUT_di_Parma,Teatro_Universitario
CUT_Firenze,Importo_1800000_2
CUT_Firenze,3_dicembre_1969
CUT_Firenze,Verbale_n._225
CUT_Firenze,Stagione_1969-1970
CUT_Firenze,Premio_finale
CUT_Firenze,Firenze
CUT_Firenze,Teatro_Universitario
CUT_Genova,Importo_3000000_20
CUT_Genova,3_dicembre_1969
CUT_Genova,Verbale_n._225
CUT_Genova,Stagione_1969-1970
CUT_Genova,Premio_finale
CUT_Genova,Genova
CUT_Genova,Teatro_Universitario
CUT_L'Aquila,Importo_1000000_11
CUT_L'Aquila,3_dicembre_1969
CUT_L'Aquila,Verbale_n._225
CUT_L'Aquila,Stagione_1969-1970
CUT_L'Aquila,Premio_finale
CUT_L'Aquila,L'Aquila
CUT_L'Aquila,Teatro_Universitario
CUT_Perugia,Importo_3000000_21
CUT_Perugia,3_dicembre_1969
CUT_Perugia,Verbale_n._225
CUT_Perugia,Stagione_1969-1970
CUT_Perugia,Premio_finale
CUT_Perugia,Perugia
CUT_Perugia,Teatro_Universitario
D'Origlia-Palmi,Importo_1200000_1
D'Origlia-Palmi,25_novembre_1969
D'Origlia-Palmi,Verbale_n.224
D'Origlia-Palmi,Stagione_1969-1970
D'Origlia-Palmi,Contibuto_di_avviamento
D'Origlia-Palmi,Compagnia_teatro_minore
De_Lullo-Falk-Valli-Albani,Importo_20000000_7
De_Lullo-Falk-Valli-Albani,Importo_15000000_4
De_Lullo-Falk-Valli-Albani,25_novembre_1969
De_Lullo-Falk-Valli-Albani,21_luglio_1970
De_Lullo-Falk-Valli-Albani,Verbale_n.224
De_Lullo-Falk-Valli-Albani,Verbale_n._228
De_Lullo-Falk-Valli-Albani,Stagione_1969-1970
De_Lullo-Falk-Valli-Albani,Premio_di_Qualità
De_Lullo-Falk-Valli-Albani,Contibuto_di_avviamento
De_Lullo-Falk-Valli-Albani,Compagnia_teatrale
E.A._Piccolo_Teatro_della_città_di_Milano,Importo_18000000_2
E.A._Piccolo_Teatro_della_città_di_Milano,21_luglio_1970
E.A._Piccolo_Teatro_della_città_di_Milano,Verbale_n._228
E.A._Piccolo_Teatro_della_città_di_Milano,Stagione_1969-1970
E.A._Piccolo_Teatro_della_città_di_Milano,Integrazioni
E.A._Piccolo_Teatro_della_città_di_Milano,Teatro_Stabile
E.A._Teatro_Stabile_de_L'Aquila,Importo_12000000_1
E.A._Teatro_Stabile_de_L'Aquila,21_luglio_1970
E.A._Teatro_Stabile_de_L'Aquila,Verbale_n._228
E.A._Teatro_Stabile_de_L'Aquila,Stagione_1969-1970
E.A._Teatro_Stabile_de_L'Aquila,Integrazioni
E.A._Teatro_Stabile_de_L'Aquila,Teatro_Stabile
E.A._Teatro_Stabile_di_Prosa_del_Friuli-Venzia_Giulia,Importo_14000000_1
E.A._Teatro_Stabile_di_Prosa_del_Friuli-Venzia_Giulia,21_luglio_1970
E.A._Teatro_Stabile_di_Prosa_del_Friuli-Venzia_Giulia,Verbale_n._228
E.A._Teatro_Stabile_di_Prosa_del_Friuli-Venzia_Giulia,Stagione_1969-1970
E.A._Teatro_Stabile_di_Prosa_del_Friuli-Venzia_Giulia,Integrazioni
E.A._Teatro_Stabile_di_Prosa_del_Friuli-Venzia_Giulia,Teatro_Stabile
E.T._Teatro_Stabile_di_prosa_del_Friuli_Venezia_Giulia,Importo_80000000_2
E.T._Teatro_Stabile_di_prosa_del_Friuli_Venezia_Giulia,3_dicembre_1969
E.T._Teatro_Stabile_di_prosa_del_Friuli_Venezia_Giulia,Verbale_n._225
E.T._Teatro_Stabile_di_prosa_del_Friuli_Venezia_Giulia,Stagione_1969-1970
E.T._Teatro_Stabile_di_prosa_del_Friuli_Venezia_Giulia,Premio_finale
E.T._Teatro_Stabile_di_prosa_del_Friuli_Venezia_Giulia,Trieste
E.T._Teatro_Stabile_di_prosa_del_Friuli_Venezia_Giulia,Teatro_Stabile
E.T.I.,Importo_100000000_1
E.T.I.,23_aprile_1971
E.T.I.,Verbale_n._232
E.T.I.,Stagione_1969-1970
E.T.I.,Integrazioni
E.T.I.,Ente_Statale
Ente_autonomo_Teatro_Stabile_de_L'Aquila,Importo_80000000_4
Ente_autonomo_Teatro_Stabile_de_L'Aquila,3_dicembre_1969
Ente_autonomo_Teatro_Stabile_de_L'Aquila,Verbale_n._225
Ente_autonomo_Teatro_Stabile_de_L'Aquila,Stagione_1969-1970
Ente_autonomo_Teatro_Stabile_de_L'Aquila,Premio_finale
Ente_autonomo_Teatro_Stabile_de_L'Aquila,L'Aquila
Ente_autonomo_Teatro_Stabile_de_L'Aquila,Teatro_Stabile
Ente_Teatro_Cronaca,Importo_4000000_13
Ente_Teatro_Cronaca,21_luglio_1970
Ente_Teatro_Cronaca,Verbale_n._228
Ente_Teatro_Cronaca,Stagione_1969-1970
Ente_Teatro_Cronaca,Premio_di_Qualità
Ente_Teatro_Cronaca,Compagnia_teatrale
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,Importo_16000000_1
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,Importo_80000000_3
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,3_dicembre_1969
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,21_luglio_1970
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,Verbale_n._228
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,Verbale_n._225
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,Stagione_1969-1970
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,Premio_finale
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,Integrazioni
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,Catania
Ente_Teatro_di_Sicilia_-_Stabile_di_Catania,Teatro_Stabile
Er_Piccolo_De_Roma,Importo_1000000_7
Er_Piccolo_De_Roma,25_novembre_1969
Er_Piccolo_De_Roma,Verbale_n.224
Er_Piccolo_De_Roma,Stagione_1969-1970
Er_Piccolo_De_Roma,Contibuto_di_avviamento
Er_Piccolo_De_Roma,Roma
Er_Piccolo_De_Roma,Compagnia_teatrale
Estiva_Spettacoli_Gialli,Importo_700000_1
Estiva_Spettacoli_Gialli,25_novembre_1969
Estiva_Spettacoli_Gialli,Verbale_n.224
Estiva_Spettacoli_Gialli,Stagione_1969-1970
Estiva_Spettacoli_Gialli,Contibuto_di_avviamento
Estiva_Spettacoli_Gialli,Compagnia_teatrale
Fantocci_Lirici_Otello_Monticelli,Importo_300000_9
Fantocci_Lirici_Otello_Monticelli,25_novembre_1969
Fantocci_Lirici_Otello_Monticelli,Verbale_n.224
Fantocci_Lirici_Otello_Monticelli,Stagione_1969-1970
Fantocci_Lirici_Otello_Monticelli,Contibuto_di_avviamento
Fantocci_Lirici_Otello_Monticelli,Compagnia_teatro_minore
Ferrati-Orsini-Hintermann,Importo_150000_6
Ferrati-Orsini-Hintermann,Importo_225000_8
Ferrati-Orsini-Hintermann,21_luglio_1970
Ferrati-Orsini-Hintermann,Verbale_n._228
Ferrati-Orsini-Hintermann,Stagione_1969-1970
Ferrati-Orsini-Hintermann,Integrazione_recite
Ferrati-Orsini-Hintermann,Venezia
Ferrati-Orsini-Hintermann,Lugano
Ferrati-Orsini-Hintermann,Compagnia_teatrale
Fiore_Pisapia_Bianca,Importo_300000_7
Fiore_Pisapia_Bianca,25_novembre_1969
Fiore_Pisapia_Bianca,Verbale_n.224
Fiore_Pisapia_Bianca,Stagione_1969-1970
Fiore_Pisapia_Bianca,Contibuto_di_avviamento
Fiore_Pisapia_Bianca,Compagnia_teatro_minore
Fortunato-Garrani-Sbaggia,Importo_15000000_6
Fortunato-Garrani-Sbaggia,25_novembre_1969
Fortunato-Garrani-Sbaggia,Verbale_n.224
Fortunato-Garrani-Sbaggia,Stagione_1969-1970
Fortunato-Garrani-Sbaggia,Contibuto_di_avviamento
Fortunato-Garrani-Sbaggia,Compagnia_teatrale
G.S.T._015,Importo_1500000_13
G.S.T._015,21_luglio_1970
G.S.T._015,Verbale_n._228
G.S.T._015,Stagione_1969-1970
G.S.T._015,Contributo_forfettario
G.S.T._015,Sperimentazione_teatrale
Gino_Serra_-_Luciana_Lehar,Importo_300000_12
Gino_Serra_-_Luciana_Lehar,25_novembre_1969
Gino_Serra_-_Luciana_Lehar,Verbale_n.224
Gino_Serra_-_Luciana_Lehar,Stagione_1969-1970
Gino_Serra_-_Luciana_Lehar,Contibuto_di_avviamento
Gino_Serra_-_Luciana_Lehar,Compagnia_teatro_minore
Gli_Associati,Importo_190000_3
Gli_Associati,Importo_335000_2
Gli_Associati,Importo_15000000_7
Gli_Associati,21_luglio_1970
Gli_Associati,Verbale_n._228
Gli_Associati,Stagione_1969-1970
Gli_Associati,Premio_di_Qualità
Gli_Associati,Integrazione_recite
Gli_Associati,Contibuto_di_avviamento
Gli_Associati,Venezia
Gli_Associati,Lugano
Gli_Associati,Compagnia_teatrale
Gruppo_Giovanile_Universitario_dell'Università_di_Roma_-_Società_Dante_Alighieri,Importo_700000_2
Gruppo_Giovanile_Universitario_dell'Università_di_Roma_-_Società_Dante_Alighieri,3_dicembre_1969
Gruppo_Giovanile_Universitario_dell'Università_di_Roma_-_Società_Dante_Alighieri,Verbale_n._225
Gruppo_Giovanile_Universitario_dell'Università_di_Roma_-_Società_Dante_Alighieri,Stagione_1969-1970
Gruppo_Giovanile_Universitario_dell'Università_di_Roma_-_Società_Dante_Alighieri,Premio_finale
Gruppo_Giovanile_Universitario_dell'Università_di_Roma_-_Società_Dante_Alighieri,Roma
Gruppo_Giovanile_Universitario_dell'Università_di_Roma_-_Società_Dante_Alighieri,Manifestazione_Straordinaria
I_cinque_del_teatro_da_camera_di_G._Quagliaroli,Importo_1500000_9
I_cinque_del_teatro_da_camera_di_G._Quagliaroli,26_febbraio_1970
I_cinque_del_teatro_da_camera_di_G._Quagliaroli,Verbale_n._226
I_cinque_del_teatro_da_camera_di_G._Quagliaroli,Stagione_1969-1970
I_cinque_del_teatro_da_camera_di_G._Quagliaroli,Contributo_forfettario
I_cinque_del_teatro_da_camera_di_G._Quagliaroli,Compagnia_teatro_minore
I_Teatranti_di_Clara_Colosimo,Importo_1500000_11
I_Teatranti_di_Clara_Colosimo,26_febbraio_1970
I_Teatranti_di_Clara_Colosimo,Verbale_n._226
I_Teatranti_di_Clara_Colosimo,Stagione_1969-1970
I_Teatranti_di_Clara_Colosimo,Contributo_forfettario
I_Teatranti_di_Clara_Colosimo,Compagnia_teatro_minore
Il_Gruppo_diretta_da_E._Torricella,Importo_1500000_14
Il_Gruppo_diretta_da_E._Torricella,21_luglio_1970
Il_Gruppo_diretta_da_E._Torricella,Verbale_n._228
Il_Gruppo_diretta_da_E._Torricella,Stagione_1969-1970
Il_Gruppo_diretta_da_E._Torricella,Contributo_forfettario
Il_Gruppo_diretta_da_E._Torricella,Sperimentazione_teatrale
Il_Teatro_di_Eduardo,Importo_20000000_6
Il_Teatro_di_Eduardo,21_luglio_1970
Il_Teatro_di_Eduardo,Verbale_n._228
Il_Teatro_di_Eduardo,Stagione_1969-1970
Il_Teatro_di_Eduardo,Premio_di_Qualità
Il_Teatro_di_Eduardo,Compagnia_teatrale
Ivo_Salandin,Importo_400000_5
Ivo_Salandin,25_novembre_1969
Ivo_Salandin,Verbale_n.224
Ivo_Salandin,Stagione_1969-1970
Ivo_Salandin,Contibuto_di_avviamento
Ivo_Salandin,Compagnia_teatro_minore
La_Collodiana,Importo_4000000_10
La_Collodiana,3_dicembre_1969
