id,label,type,node_value,node_color,node_size
Importo_5000000_18,5000000,Importo,5000000,#73FDEA,89
Importo_4000000_17,4000000,Importo,4000000,#73FDEA,71
Importo_4000000_18,4000000,Importo,4000000,#73FDEA,71
Importo_4000000_19,4000000,Importo,4000000,#73FDEA,71
Importo_4000000_20,4000000,Importo,4000000,#73FDEA,71
Importo_3500000_1,3500000,Importo,3500000,#73FDEA,63
Importo_3500000_2,3500000,Importo,3500000,#73FDEA,63
Importo_3500000_3,3500000,Importo,3500000,#73FDEA,63
Importo_3000000_25,3000000,Importo,3000000,#73FDEA,54
Importo_2500000_2,2500000,Importo,2500000,#73FDEA,45
Importo_2500000_3,2500000,Importo,2500000,#73FDEA,45
Importo_2500000_4,2500000,Importo,2500000,#73FDEA,45
Importo_2000000_6,2000000,Importo,2000000,#73FDEA,36
Importo_1500000_16,1500000,Importo,1500000,#73FDEA,27
Importo_1000000_17,1000000,Importo,1000000,#73FDEA,18
Importo_1000000_18,1000000,Importo,1000000,#73FDEA,18
Importo_100000000_1,100000000,Importo,100000000,#73FDEA,393
Importo_5000000_19,5000000,Importo,5000000,#73FDEA,89
Importo_700000_3,700000,Importo,700000,#73FDEA,13
Pupi_Siciliani_di_Francesco_Sclafani,Pupi Siciliani di Francesco Sclafani,Soggetto beneficiario,300000,#56C1FF,6
Teatro_Classico_Giuseppe_Faraglia,Teatro Classico Giuseppe Faraglia,Soggetto beneficiario,200000,#56C1FF,4
