id;label;type;node_value;x;y
"Compagnia_Gruppo_Tre_G";"Compagnia Gruppo Tre G";"Soggetto beneficiario";"200000";963.2435913085938;1056.1116943359375
"Compagnia_I_Ruspenti";"Compagnia I Ruspenti";"Soggetto beneficiario";"3000000";1002.7581787109375;1033.5736083984375
"Compagnia_il_Teatrino_dei_Gufi";"Compagnia il Teatrino dei Gufi";"Soggetto beneficiario";"550000";960.6641235351562;1029.188232421875
"Compagnia_Informativa_'65";"Compagnia Informativa '65";"Soggetto beneficiario";"4500000";1028.089111328125;1034.8505859375
"Compagnia_Italiana_di_Prosa_Zeffirelli";"Compagnia Italiana di Prosa Zeffirelli";"Soggetto beneficiario";"300000";970.695068359375;1029.75634765625
"Compagnia_La_Milanese";"Compagnia La Milanese";"Soggetto beneficiario";"8000000";961.449462890625;1039.8050537109375
"Compagnia_Lupo-Valeri";"Compagnia Lupo-Valeri";"Soggetto beneficiario";"5520000";954.2714233398438;1064.6402587890625
"Compagnia_Modugno";"Compagnia Modugno";"Soggetto beneficiario";"20000000";1011.1245727539062;1037.2957763671875
"Compagnia_Morelli-Stoppa";"Compagnia Morelli-Stoppa";"Soggetto beneficiario";"20300000";985.7039794921875;1028.466552734375
"Compagnia_Nuova";"Compagnia Nuova";"Soggetto beneficiario";"4000000";974.4874267578125;1081.748779296875
"Compagnia_Raf_Vallone";"Compagnia Raf Vallone";"Soggetto beneficiario";"11150000";984.4892578125;1031.4798583984375
"Compagnia_Scuola_di_recitazione_per_ragazzi_direttada_Mietta_Latini_Maciotti";"Compagnia Scuola di recitazione per ragazzi direttada Mietta Latini Maciotti";"Soggetto beneficiario";"0";1032.6529541015625;1072.68798828125
"Compagnia_Senza_Tetto_(Università_Cattolica_del_Sacro_Cuore)";"Compagnia Senza Tetto (Università Cattolica del Sacro Cuore)";"Soggetto beneficiario";"1000000";1023.5718383789062;1075.9422607421875
"Compagnia_Sociale_Teatro_Nuovo_Mondo";"Compagnia Sociale Teatro Nuovo Mondo";"Soggetto beneficiario";"1000000";1025.2286376953125;1067.5941162109375
"Compagnia_Sociale_Tempo_Nuovo";"Compagnia Sociale Tempo Nuovo";"Soggetto beneficiario";"1000000";1031.177734375;1068.4886474609375
"Compagnia_Spettacoli_Classici";"Compagnia Spettacoli Classici";"Soggetto beneficiario";"2000000";957.8563842773438;1038.745849609375
"Compagnia_Spettacoli_per_ragazzi_di_L._Barbieri";"Compagnia Spettacoli per ragazzi di L. Barbieri";"Soggetto beneficiario";"1000000";1028.2425537109375;1066.5216064453125
"Compagnia_Stabile_del_Teatro_di_Roma";"Compagnia Stabile del Teatro di Roma";"Soggetto beneficiario";"3000000";1023.994140625;1023.302734375
"Compagnia_Stabile_del_Teatro_Milanese";"Compagnia Stabile del Teatro Milanese";"Soggetto beneficiario";"23000000";955.885986328125;1059.57421875
"Compagnia_Stabile_della_Città_di_Padova";"Compagnia Stabile della Città di Padova";"Soggetto beneficiario";"50000000";991.590087890625;1082.0279541015625
"Compagnia_Teatro_Comico_La_Milanese";"Compagnia Teatro Comico La Milanese";"Soggetto beneficiario";"6000000";978.474365234375;1082.6219482421875
"Compagnia_Teatro_degli_Anni_Verdi";"Compagnia Teatro degli Anni Verdi";"Soggetto beneficiario";"2000000";1028.817138671875;1069.653564453125
"Compagnia_Teatro_della_Rocca";"Compagnia Teatro della Rocca";"Soggetto beneficiario";"1500000";961.7715454101562;1021.4089965820312
"Compagnia_Teatro_Esse_di_Napoli";"Compagnia Teatro Esse di Napoli";"Soggetto beneficiario";"1500000";1018.4169921875;1034.680419921875
"Compagnia_Teatro_Insieme";"Compagnia Teatro Insieme";"Soggetto beneficiario";"9000000";932.7650146484375;1086.664306640625
"Compagnia_Teatro_Libero";"Compagnia Teatro Libero";"Soggetto beneficiario";"9000000";939.66455078125;1084.7615966796875
"Compagnia_Teatro_Quartiere_dei_Bambini";"Compagnia Teatro Quartiere dei Bambini";"Soggetto beneficiario";"1000000";1030.0965576171875;1072.744384765625
"Compagnia_Teatro_San_Babila";"Compagnia Teatro San Babila";"Soggetto beneficiario";"11800000";956.5342407226562;1066.2393798828125
"Compagnia_Tre_Dita";"Compagnia Tre Dita";"Soggetto beneficiario";"1000000";955.014892578125;1038.535888671875
"Compagnia_Ultima_Edizione";"Compagnia Ultima Edizione";"Soggetto beneficiario";"600000";967.3568725585938;1017.8792114257812
"Compagnia_Universitaria_Teatro_Libero_-_Palermo";"Compagnia Universitaria Teatro Libero - Palermo";"Soggetto beneficiario";"1000000";1029.9937744140625;1076.2305908203125
"Compagnie_Gruppo_di_Sperimentazione_Orsoline_15";"Compagnie Gruppo di Sperimentazione Orsoline 15";"Soggetto beneficiario";"1800000";1021.2147827148438;1041.6314697265625
"Comunità_teatrale_dell'Emilia-Romagna";"Comunità teatrale dell'Emilia-Romagna";"Soggetto beneficiario";"16600000";1034.2047119140625;1051.3760986328125
"Comunità_Teatrale_Emilia-Romagna";"Comunità Teatrale Emilia-Romagna";"Soggetto beneficiario";"8000000";1010.9923706054688;1043.4722900390625
"Comunità_Teatrale_Italiana";"Comunità Teatrale Italiana";"Soggetto beneficiario";"700000";983.4796752929688;1117.82568359375
"Cooperativa_Teatro_Belli";"Cooperativa Teatro Belli";"Soggetto beneficiario";"6000000";950.700439453125;1070.0572509765625
"Cristiano-Isabella";"Cristiano-Isabella";"Soggetto beneficiario";"225000";949.5585327148438;1053.5135498046875
"CUT_Bari";"CUT Bari";"Soggetto beneficiario";"3000000";1028.547119140625;1097.3255615234375
"CUT_Bologna";"CUT Bologna";"Soggetto beneficiario";"3000000";1034.8668212890625;1106.14892578125
"CUT_di_Bari";"CUT di Bari";"Soggetto beneficiario";"3000000";1033.133056640625;1076.533935546875
"CUT_di_Firenze";"CUT di Firenze";"Soggetto beneficiario";"2000000";1024.1597900390625;1080.0142822265625
"CUT_di_Genova";"CUT di Genova";"Soggetto beneficiario";"3000000";1028.3424072265625;1078.4471435546875
"CUT_di_Padova";"CUT di Padova";"Soggetto beneficiario";"5000000";1027.5921630859375;1081.2579345703125
"CUT_di_Parma";"CUT di Parma";"Soggetto beneficiario";"10000000";1022.3236083984375;1089.6929931640625
"CUT_di_Urbino";"CUT di Urbino";"Soggetto beneficiario";"2000000";1033.6929931640625;1081.79345703125
"CUT_Firenze";"CUT Firenze";"Soggetto beneficiario";"1800000";1019.6201171875;1106.4918212890625
"CUT_Genova";"CUT Genova";"Soggetto beneficiario";"3000000";1023.7027587890625;1105.9140625
"CUT_L'Aquila";"CUT L'Aquila";"Soggetto beneficiario";"1000000";1026.8690185546875;1104.8037109375
"CUT_Perugia";"CUT Perugia";"Soggetto beneficiario";"3000000";1030.0283203125;1106.0870361328125
"D'Origlia-Palmi";"D'Origlia-Palmi";"Soggetto beneficiario";"1200000";923.6464233398438;1104.7420654296875
"Dapporto-Orfei";"Dapporto-Orfei";"Soggetto beneficiario";"3400000";969.3899536132812;1012.0805053710938
"De_Lullo-Falk-Valli-Albani";"De Lullo-Falk-Valli-Albani";"Soggetto beneficiario";"35000000";943.5911865234375;1069.15625
"De'_Servi";"De' Servi";"Soggetto beneficiario";"3000000";985.623046875;996.5906982421875
"Dei_Satiri";"Dei Satiri";"Soggetto beneficiario";"3500000";1018.4489135742188;1025.8472900390625
"Dei_Servi_";"Dei Servi";"Soggetto beneficiario";"1000000";1020.817138671875;1021.81640625
"Del_Cachinno";"Del Cachinno";"Soggetto beneficiario";"2000000";986.3701782226562;1005.7239990234375
"Del_Dramma_Italiano";"Del Dramma Italiano";"Soggetto beneficiario";"3000000";984.793701171875;1007.757080078125
"Della_Commedia";"Della Commedia";"Soggetto beneficiario";"6000000";982.20849609375;998.3975830078125
"Della_Loggetta";"Della Loggetta";"Soggetto beneficiario";"3000000";988.3305053710938;1002.4799194335938
"Delle_Arti";"Delle Arti";"Soggetto beneficiario";"4000000";1016.0325927734375;1023.0707397460938
"Delle_Muse";"Delle Muse";"Soggetto beneficiario";"5000000";1014.606201171875;1020.5704345703125
"Dorelli-Spaak";"Dorelli-Spaak";"Soggetto beneficiario";"200000";969.9647827148438;1032.584716796875
"Durini";"Durini";"Soggetto beneficiario";"3000000";1017.171630859375;1046.261962890625
"E.A._Piccolo_Teatro_della_città_di_Milano";"E.A. Piccolo Teatro della città di Milano";"Soggetto beneficiario";"18000000";980.3113403320312;1087.399169921875
"E.A._Teatro_Stabile_de_L'Aquila";"E.A. Teatro Stabile de L'Aquila";"Soggetto beneficiario";"12000000";977.4134521484375;1087.6240234375
"E.A._Teatro_Stabile_di_Prosa_del_Friuli-Venzia_Giulia";"E.A. Teatro Stabile di Prosa del Friuli-Venzia Giulia";"Soggetto beneficiario";"14000000";978.6484985351562;1090.3431396484375
"E.T._Teatro_Stabile_di_prosa_del_Friuli_Venezia_Giulia";"E.T. Teatro Stabile di prosa del Friuli Venezia Giulia";"Soggetto beneficiario";"80000000";1009.5235595703125;1092.3702392578125
"E.T.I.";"E.T.I.";"Soggetto beneficiario";"100000000";992.6036376953125;1127.0697021484375
"Eliseo";"Eliseo";"Soggetto beneficiario";"12500000";1005.9202880859375;1022.3934936523438
"Emme_Effe";"Emme Effe";"Soggetto beneficiario";"350000";973.3984985351562;1014.501953125
"Ente_autonomo_Teatro_Stabile_de_L'Aquila";"Ente autonomo Teatro Stabile de L'Aquila";"Soggetto beneficiario";"80000000";1019.4432983398438;1099.179443359375
"Ente_Teatro_Cronaca";"Ente Teatro Cronaca";"Soggetto beneficiario";"7000000";976.1885375976562;1030.782958984375
"Ente_Teatro_di_Sicilia_-_Stabile_di_Catania";"Ente Teatro di Sicilia - Stabile di Catania";"Soggetto beneficiario";"123000000";1002.5648193359375;1068.700927734375
"Er_Piccolo_De_Roma";"Er Piccolo De Roma";"Soggetto beneficiario";"1000000";952.9343872070312;1086.888916015625
"Erba";"Erba";"Soggetto beneficiario";"2000000";1020.0405883789062;1018.6834106445312
"Estiva_Spettacoli_Gialli";"Estiva Spettacoli Gialli";"Soggetto beneficiario";"700000";936.638671875;1084.2437744140625
"ETI";"ETI";"Soggetto beneficiario";"25000000";1035.06640625;1125.16162109375
"Fantocci_Lirici_Otello_Monticelli";"Fantocci Lirici Otello Monticelli";"Soggetto beneficiario";"300000";942.6110229492188;1120.887939453125
"Fantoni-Fortunato";"Fantoni-Fortunato";"Soggetto beneficiario";"250000";973.3421630859375;1033.552490234375
"Ferrati-Orsini-Hintermann";"Ferrati-Orsini-Hintermann";"Soggetto beneficiario";"375000";945.212646484375;1050.9776611328125
"Fiore_Pisapia_Bianca";"Fiore Pisapia Bianca";"Soggetto beneficiario";"300000";934.142333984375;1113.9388427734375
"Fortunato-Garrani-Sbaggia";"Fortunato-Garrani-Sbaggia";"Soggetto beneficiario";"15000000";941.7784423828125;1087.527587890625
"Franco_Zeffirelli-Guarnieri-Giannini";"Franco Zeffirelli-Guarnieri-Giannini";"Soggetto beneficiario";"10000000";1001.2713012695312;1026.4661865234375
"G.S.T._"0_15"_di_Mario_Ricci";"G.S.T. "0 15" di Mario Ricci";"Soggetto beneficiario";"2000000";1010.22900390625;1015.02294921875
"G.S.T._015";"G.S.T. 015";"Soggetto beneficiario";"1500000";968.129638671875;1092.18505859375
"Garinei-Giovannini-Magni";"Garinei-Giovannini-Magni";"Soggetto beneficiario";"8000000";1019.30029296875;1032.2083740234375
"Gerolamo";"Gerolamo";"Soggetto beneficiario";"6000000";1008.3889770507812;1028.2435302734375
"Gino_Bramieri";"Gino Bramieri";"Soggetto beneficiario";"500000";963.8466186523438;1030.874755859375
"Gino_Serra_-_Luciana_Lehar";"Gino Serra - Luciana Lehar";"Soggetto beneficiario";"300000";924.8941040039062;1113.8634033203125
"Gli_Associati";"Gli Associati";"Soggetto beneficiario";"30525000";950.5051879882812;1051.2391357421875
"Gruppo_di_E._Torricella";"Gruppo di E. Torricella";"Soggetto beneficiario";"1500000";1023.1650390625;1043.235107421875
"Gruppo_Giovanile_Universitario_dell'Università_di_Roma_-_Società_Dante_Alighieri";"Gruppo Giovanile Universitario dell'Università di Roma - Società Dante Alighieri";"Soggetto beneficiario";"700000";1016.2836303710938;1095.1976318359375
"Gruppo_Space_Re(v)action";"Gruppo Space Re(v)action";"Soggetto beneficiario";"2000000";1009.846923828125;1012.1957397460938
"Gruppo_Teatro_Azione";"Gruppo Teatro Azione";"Soggetto beneficiario";"1250000";965.2894897460938;1021.9723510742188
"Gruppo_Teatro_della_Rocca";"Gruppo Teatro della Rocca";"Soggetto beneficiario";"10000000";982.2159423828125;1008.546142578125
"Gruppo_Teatro_e_Azione";"Gruppo Teatro e Azione";"Soggetto beneficiario";"20000000";992.052490234375;998.0806884765625
"Gruppo_Teatro_T";"Gruppo Teatro T";"Soggetto beneficiario";"250000";949.0862426757812;1046.7840576171875
"I_cinque_del_teatro_da_camera_di_G._Quagliaroli";"I cinque del teatro da camera di G. Quagliaroli";"Soggetto beneficiario";"1500000";960.8418579101562;1127.7867431640625
"I_Sodali";"I Sodali";"Soggetto beneficiario";"300000";970.9472045898438;1016.0107421875
"I_Teatranti_di_Clara_Colosimo";"I Teatranti di Clara Colosimo";"Soggetto beneficiario";"1500000";961.0670166015625;1125.033203125
"Il_Bagaglino";"Il Bagaglino";"Soggetto beneficiario";"120000";974.5372314453125;1026.205810546875
"Il_Collettivo";"Il Collettivo";"Soggetto beneficiario";"2850000";971.4895629882812;1009.4854736328125
"Il_Gruppo_diretta_da_E._Torricella";"Il Gruppo diretta da E. Torricella";"Soggetto beneficiario";"1500000";971.5655517578125;1091.97802734375
"Il_Porcospino_II";"Il Porcospino II";"Soggetto beneficiario";"270000";966.9267578125;1029.9583740234375
"Il_Teatro_di_Eduardo";"Il Teatro di Eduardo";"Soggetto beneficiario";"20000000";953.7369995117188;1041.1358642578125
"Ivo_Salandin";"Ivo Salandin";"Soggetto beneficiario";"400000";936.9389038085938;1122.8211669921875
"La_Collodiana";"La Collodiana";"Soggetto beneficiario";"4000000";1028.2049560546875;1095.0323486328125
"La_Giostra";"La Giostra";"Soggetto beneficiario";"150000";948.1016845703125;1056.8116455078125
"La_Loggetta";"La Loggetta";"Soggetto beneficiario";"60000";947.712646484375;1059.4124755859375
"La_Milanese_";"La Milanese";"Soggetto beneficiario";"9000000";980.0390014648438;999.9019165039062
"La_Serenissima_di_Tonino_Micheluzzi";"La Serenissima di Tonino Micheluzzi";"Soggetto beneficiario";"1500000";964.0089111328125;1126.45703125
"Leonardo_Salandin";"Leonardo Salandin";"Soggetto beneficiario";"600000";940.8771362304688;1114.8463134765625
"Lionello-Gravina";"Lionello-Gravina";"Soggetto beneficiario";"6800000";945.0399780273438;1042.2213134765625
"Lombardi_Anselmi";"Lombardi Anselmi";"Soggetto beneficiario";"1200000";941.90966796875;1117.7708740234375
"Lupi-Valli-Ferro-Reggiani";"Lupi-Valli-Ferro-Reggiani";"Soggetto beneficiario";"9356000";949.1260375976562;1041.8377685546875
"Lupo-Valeri";"Lupo-Valeri";"Soggetto beneficiario";"6000000";959.9949340820312;1037.3438720703125
"Macario";"Macario";"Soggetto beneficiario";"4000000";1005.600341796875;1031.71142578125
"Maniero-Giuffré";"Maniero-Giuffré";"Soggetto beneficiario";"3000000";984.4449462890625;998.8578491210938
"Mannoni-Palmer";"Mannoni-Palmer";"Soggetto beneficiario";"5265000";952.7061767578125;1033.9056396484375
"Manzoni";"Manzoni";"Soggetto beneficiario";"10500000";1011.87353515625;1029.891357421875
"Marionette_Ciro_Perna";"Marionette Ciro Perna";"Soggetto beneficiario";"300000";930.066650390625;1114.2630615234375
"Marionette_Lupi_Janduia";"Marionette Lupi Janduia";"Soggetto beneficiario";"600000";939.9959716796875;1122.9217529296875
"Marionettistica_fratelli_Colla";"Marionettistica fratelli Colla";"Soggetto beneficiario";"900000";922.0557861328125;1107.11083984375
"Masiero-Giuffrè";"Masiero-Giuffrè";"Soggetto beneficiario";"3000000";959.9232177734375;1041.6739501953125
"Modugno-Quattrini";"Modugno-Quattrini";"Soggetto beneficiario";"680000";942.1275024414062;1052.2999267578125
"Mondaini-Mulè_Teatro_d'Oggi";"Mondaini-Mulè Teatro d'Oggi";"Soggetto beneficiario";"3500000";978.2456665039062;1005.1502075195312
"Moriconi-Carraro-Montagni-Innocenti";"Moriconi-Carraro-Montagni-Innocenti";"Soggetto beneficiario";"15000000";935.4534301757812;1088.5562744140625
"Muse";"Muse";"Soggetto beneficiario";"3000000";1024.3916015625;1040.33740234375
"Music_G.E.G._Sr.l._(Garine_e_Giovannini)";"Music G.E.G. Sr.l. (Garine e Giovannini)";"Soggetto beneficiario";"14000000";964.416748046875;1036.5343017578125
"Music_G.R.M.G._";"Music G.R.M.G.";"Soggetto beneficiario";"28000000";1015.9895629882812;1017.2147827148438
"Nino_Taranto";"Nino Taranto";"Soggetto beneficiario";"3500000";987.5819091796875;999.0048828125
"Nuovo";"Nuovo";"Soggetto beneficiario";"12000000";1015.3711547851562;1030.4678955078125
"Nuovo_Eliseo";"Nuovo Eliseo";"Soggetto beneficiario";"7500000";1017.3871459960938;1020.5198364257812
"Nuovo_Gruppo_Teatro_Uomo";"Nuovo Gruppo Teatro Uomo";"Soggetto beneficiario";"1500000";967.017822265625;1089.6827392578125
"Nuovo_Teatro_San_Babila";"Nuovo Teatro San Babila";"Soggetto beneficiario";"10000000";1008.3936767578125;1040.489501953125
"Odeon";"Odeon";"Soggetto beneficiario";"12500000";1005.791015625;1025.1468505859375
"Oroburos";"Oroburos";"Soggetto beneficiario";"1000000";1018.36181640625;1038.4844970703125
"Paolo_Poli";"Paolo Poli";"Soggetto beneficiario";"13685000";980.5724487304688;1031.1619873046875
"Parioli";"Parioli";"Soggetto beneficiario";"7000000";1008.4869384765625;1024.9420166015625
"Parravicini_Paolo";"Parravicini Paolo";"Soggetto beneficiario";"1000000";931.5020141601562;1120.053466796875
"Pellerani_Ebe_e_Pellarani_Alberto";"Pellerani Ebe e Pellarani Alberto";"Soggetto beneficiario";"400000";922.5258178710938;1101.38134765625
"Pellerani_Ester_-_Bonora_Rito";"Pellerani Ester - Bonora Rito";"Soggetto beneficiario";"500000";937.92138671875;1117.4630126953125
"Pellerani_Maria";"Pellerani Maria";"Soggetto beneficiario";"300000";928.0053100585938;1112.2713623046875
"Piccini";"Piccini";"Soggetto beneficiario";"6500000";1010.7778930664062;1020.965576171875
